id;vertical_complex_id;size;description
426;117;0.0;Planta Conceitual: Para desenvolvimento futuro ou customização extrema.
427;118;0.0;Planta Conceitual: Para desenvolvimento futuro ou customização extrema.
428;119;0.0;Planta Conceitual: Para desenvolvimento futuro ou customização extrema.
429;120;0.0;Planta Conceitual: Para desenvolvimento futuro ou customização extrema.
430;121;0.0;Planta Conceitual: Para desenvolvimento futuro ou customização extrema.
431;122;54.0;Studio Compacto: Design funcional e moderno.
432;122;69.0;Unidade Padrão: 2 dormitórios com varanda.
433;122;88.0;Planta Família Curta: 2 dormitórios e sala de jantar.
434;123;0.0;Planta Conceitual: Para desenvolvimento futuro ou customização extrema.
435;124;0.0;Planta Conceitual: Para desenvolvimento futuro ou customização extrema.
436;125;56.96;Studio Varanda: Otimização de espaço com respiro ao ar livre.
437;125;69.0;Unidade Padrão: 2 dormitórios com varanda.
438;125;71.7;Conforto Otimizado: Espaço ideal para casal.
439;125;55.0;Studio Compacto: Design funcional e moderno.
440;125;55.29;Studio Conforto: Cozinha americana completa.
441;126;98.31;Unidade Padrão: 2 suítes com varanda.
442;126;79.31;Compacto Premium: 1 suíte e sala de estar aconchegante.
443;127;133.11;Planta Master: 3 suítes com lavabo.
444;127;130.18;Unidade Padrão: 2 suítes com varanda.
445;127;113.2;Design Otimizado: Ambientes bem definidos e funcionais.
446;128;139.24;Planta Essencial: 3 dormitórios e área de serviço.
447;129;131.62;Planta Master: 3 suítes com lavabo.
448;129;128.82;Unidade Padrão: 2 suítes com varanda.
449;129;101.28;Compacto Premium: 1 suíte e sala de estar aconchegante.
450;130;94.4;Unidade Padrão: 2 dormitórios com varanda.
451;131;0.0;Planta Conceitual: Para desenvolvimento futuro ou customização extrema.
452;132;196.99;Planta Master: 4 dormitórios ou 3 suítes com escritório.
453;132;194.42;Unidade Padrão: 3 suítes, varanda ampla e lavabo.
454;132;88.59;Planta Essencial: 2 dormitórios com suíte.
455;132;120.33;Compacto Premium: 2 suítes e área social integrada.
456;132;213.21;Varanda Estendida: A maior sacada da torre.
457;132;164.19;Design Otimizado: Ambientes bem definidos e funcionais.
458;133;190.14;Planta Padrão: 3 suítes, varanda ampla e lavabo.
459;133;166.05;Compacto Premium: 2 suítes e área social integrada.
460;133;268.54;Planta Master: 4 suítes, varanda gourmet e elevador privativo.
461;133;266.37;Conforto Ampliado: Mais espaço nas áreas sociais e íntimas.
462;133;381.92;Luxo e Exclusividade: O maior espaço, com opção de 5º dormitório.
463;133;222.29;Nível Master: Closet na suíte principal e lavabo.
464;133;151.74;Design Otimizado: Ambientes bem definidos e funcionais.
465;133;271.89;Elegância Funcional: Sala ampla com dois ambientes.
466;133;315.11;Jardim Suspenso: Varanda ampla com potencial de paisagismo.
467;133;402.38;Cobertura Duplex Superior: 4 suítes e terraço de tirar o fôlego.
468;133;272.08;Exclusividade Total: A metragem mais completa da torre.
469;134;181.48;Unidade Padrão: 3 suítes, varanda ampla e lavabo.
470;135;81.7;Unidade Padrão: 2 dormitórios com varanda.
471;135;90.11;Planta Família Curta: 2 dormitórios e sala de jantar.
472;136;109.36;Planta Master: 3 dormitórios ou 2 suítes com escritório.
473;136;83.94;Unidade Padrão: 2 dormitórios com varanda.
474;136;83.76;Design Otimizado: Ambientes bem definidos e funcionais.
475;136;128.55;Varanda Estendida: Perfeita para receber amigos.
476;136;133.77;Nível Conforto: Suíte master ampliada e lavabo.
477;136;132.68;Otimizado Luxo: Espaço para adega e lavabo social.
478;136;83.83;Conforto Otimizado: Espaço ideal para casal.
479;136;83.79;Planta Essencial: 2 dormitórios e área de serviço.
480;137;252.69;Unidade Padrão: 3 suítes, varanda ampla e lavabo.
481;137;711.24;Cobertura Exclusiva: O maior apartamento do empreendimento.
482;138;127.81;Planta Master: 3 dormitórios ou 2 suítes com escritório.
483;138;256.91;Cobertura Duplex: Área de lazer privativa no piso superior.
484;139;180.0;Planta Master: 4 dormitórios ou 3 suítes com escritório.
485;139;95.5;Unidade Padrão: 2 suítes com varanda.
486;139;123.0;Compacto Premium: 2 suítes e área social integrada.
487;140;53.0;Studio Compacto: Design funcional e moderno.
488;140;49.0;Micro Studio: Otimização máxima, ideal para investimento.
489;140;78.0;Unidade Padrão: 2 dormitórios com varanda.
490;140;52.0;Studio Varanda: Otimização de espaço com respiro ao ar livre.
491;141;287.3;Planta Master: 4 suítes, varanda gourmet e elevador privativo.
492;142;175.77;Unidade Padrão: 3 suítes, varanda ampla e lavabo.
493;142;157.76;Design Otimizado: Ambientes bem definidos e funcionais.
494;142;143.42;Compacto Premium: 2 suítes e área social integrada.
495;143;160.38;Unidade Padrão: 3 dormitórios, sendo 1 suíte.
496;143;320.76;Cobertura Duplex: Área de lazer privativa no piso superior.
497;144;151.5;Unidade Padrão: 3 dormitórios, sendo 1 suíte.
498;144;303.0;Cobertura Duplex: Área de lazer privativa no piso superior.
499;145;160.51;Unidade Padrão: 3 dormitórios, sendo 1 suíte.
500;145;321.02;Cobertura Duplex: Área de lazer privativa no piso superior.
501;146;97.28;Planta Master: 3 dormitórios ou 2 suítes com escritório.
502;146;91.14;Unidade Padrão: 2 suítes com varanda.
503;146;66.89;Compacto Premium: 1 suíte e sala de estar aconchegante.
504;146;68.43;Studio Plus: Com espaço extra para bancada de trabalho.
505;146;62.44;Studio Essencial: A melhor opção custo-benefício.
506;146;86.15;Design Otimizado: Ambientes bem definidos e funcionais.
507;147;348.5;Planta Master: 4 suítes, varanda gourmet e elevador privativo.
508;147;344.0;Conceito Aconchego: Sala de estar e jantar com iluminação natural.
509;147;282.5;Elegância Funcional: Sala ampla com dois ambientes.
510;147;657.5;Luxo e Exclusividade: O maior espaço, com opção de 5º dormitório.
511;147;498.5;Cobertura Baixa: O máximo de espaço interno na torre.
512;148;0.0;Planta Conceitual: Para desenvolvimento futuro ou customização extrema.
513;149;0.0;Planta Conceitual: Para desenvolvimento futuro ou customização extrema.
514;150;79.4;Unidade Padrão: 2 dormitórios com varanda.
515;150;59.93;Compacto Funcional: Studio com design moderno.
516;151;0.0;Planta Conceitual: Para desenvolvimento futuro ou customização extrema.
517;152;0.0;Planta Conceitual: Para desenvolvimento futuro ou customização extrema.
518;153;0.0;Planta Conceitual: Para desenvolvimento futuro ou customização extrema.
519;154;0.0;Planta Conceitual: Para desenvolvimento futuro ou customização extrema.
520;155;360.0;Planta Master: 4 suítes, varanda gourmet e elevador privativo.
521;155;676.72;Cobertura Exclusiva: O maior apartamento do empreendimento.
522;156;106.24;Unidade Padrão: 2 suítes com varanda.
523;156;116.14;Planta Master: 3 dormitórios ou 2 suítes com escritório.
524;157;91.0;Planta Essencial: 2 dormitórios com suíte.
525;157;83.4;Compacto Funcional: Studio com design moderno.
526;157;175.71;Planta Master: 3 suítes com lavabo.
527;157;160.17;Unidade Padrão: 3 dormitórios, sendo 1 suíte.
528;157;168.11;Varanda Estendida: Perfeita para receber amigos.
529;158;84.26;Unidade Padrão: 2 dormitórios com varanda.
530;158;82.05;Design Otimizado: Ambientes bem definidos e funcionais.
531;159;207.77;Planta Master: 4 dormitórios ou 3 suítes com escritório.
532;159;212.64;Unidade Padrão: 3 suítes, varanda ampla e lavabo.
533;159;412.42;Cobertura Duplex Superior: 4 suítes e terraço de tirar o fôlego.
534;159;408.7;Planta Premium: Sala principal com pé direito duplo e vista privilegiada.
535;159;220.75;Nível Master: Closet na suíte principal e lavabo.
536;159;300.42;Elegância Funcional: Sala ampla com dois ambientes.
537;160;117.5;Unidade Padrão: 2 suítes com varanda.
538;160;191.69;Planta Master: 3 suítes com lavabo.
539;161;117.5;Unidade Padrão: 2 suítes com varanda.
540;161;191.69;Planta Master: 3 suítes com lavabo.
541;162;278.14;Planta Master: 4 suítes, varanda gourmet e elevador privativo.
542;163;301.54;Planta Master: 4 suítes, varanda gourmet e elevador privativo.
543;164;143.58;Unidade Padrão: 3 dormitórios, sendo 1 suíte.
544;165;112.0;Unidade Padrão: 2 suítes com varanda.
545;165;85.0;Compacto Premium: 1 suíte e sala de estar aconchegante.
546;10;26.11;Micro Studio: Otimização máxima, ideal para investimento.
547;10;38.68;Studio Plus: Com espaço extra para bancada de trabalho.
548;10;38.82;Studio Conforto: Cozinha americana e área de serviço compacta.
549;10;52.78;Loft Urbano: Pé direito duplo com potencial para mezanino.
550;10;26.11;Micro Studio Versão B: Layout espelhado.
551;10;38.32;Studio Varanda: O essencial com um respiro ao ar livre.
552;10;53.35;Loft Garden: Unidade térrea com pequeno pátio.
553;11;26.11;Micro Studio: Otimização máxima, ideal para investimento.
554;11;38.68;Studio Plus: Com espaço extra para bancada de trabalho.
555;11;38.82;Studio Conforto: Cozinha americana e área de serviço compacta.
556;11;52.78;Loft Urbano: Pé direito duplo com potencial para mezanino.
557;11;26.11;Micro Studio Versão B: Layout espelhado.
558;11;38.32;Studio Varanda: O essencial com um respiro ao ar livre.
559;11;53.35;Loft Garden: Unidade térrea com pequeno pátio.
